0	15.83	7.625	2	11	4	0.125	0	1	1	1	2	0	161
1	39.33	5.875	2	13	8	10	1	1	14	1	2	399	1
0	19.58	0.665	2	9	4	1.665	0	0	0	0	2	220	6
1	21.33	10.5	2	8	4	3	1	0	0	1	2	0	1
0	22.67	0.75	2	8	4	2	0	1	2	1	2	200	395
1	25.67	3.25	2	8	8	2.29	0	1	1	1	2	416	22
1	21.08	10.085	1	10	8	1.25	0	0	0	0	2	260	1
0	49	1.5	2	5	3	0	1	0	0	1	2	100	28
1	20.67	5.29	2	11	4	0.375	1	1	1	0	2	160	1
0	19.67	0.21	2	11	8	0.29	1	1	11	0	2	80	100
1	21.83	0.25	2	2	8	0.665	1	0	0	1	2	0	1
1	26.83	0.54	2	4	1	0	0	0	0	0	2	100	1
0	38.58	5	2	13	4	13.5	1	0	0	1	2	980	1
0	50.08	12.54	2	6	4	2.29	1	1	3	1	2	156	1
0	15.75	0.375	2	8	4	1	0	0	0	0	2	120	19
0	24.5	12.75	2	8	5	4.75	1	1	2	0	2	73	445
1	21	4.79	1	9	4	2.25	1	1	1	1	2	80	301
1	22.08	11	2	13	4	0.665	1	0	0	0	2	100	1
1	54.58	9.415	2	1	1	14.415	1	1	11	1	2	30	301
1	18.08	5.5	2	4	4	0.5	1	0	0	0	2	80	1
1	36.67	4.415	1	4	4	0.25	1	1	10	1	2	320	1
1	38.17	10.125	2	14	4	2.5	1	1	6	0	2	520	197
1	21.83	1.54	2	4	4	0.085	0	0	0	1	2	356	1
0	51.92	6.5	2	3	5	3.085	0	0	0	1	2	73	1
1	22.17	2.25	2	3	4	0.125	0	0	0	0	2	160	11
1	52.42	1.5	2	2	4	3.75	0	0	0	1	2	0	351
0	60.92	5	2	6	4	4	1	1	4	0	2	0	100
1	20.17	5.625	2	9	4	1.71	1	0	0	0	1	120	1
1	23.25	4	2	8	5	0.25	1	0	0	1	2	160	1
1	36.17	0.42	1	9	4	0.29	0	0	0	1	2	309	3
0	42.25	1.75	1	8	4	0	0	0	0	1	2	150	2
1	23.58	0.835	2	3	8	0.085	0	0	0	1	2	220	6
0	36	1	2	8	4	2	1	1	11	0	2	0	457
1	39.58	5	2	1	1	0	0	1	2	0	2	17	2
0	18.83	4.415	1	8	8	3	1	0	0	0	2	240	1
1	27.25	0.625	2	6	4	0.455	1	0	0	1	2	200	1
1	32.42	3	2	2	4	0.165	0	0	0	1	2	120	1
1	19.42	1.5	1	13	4	2	1	0	0	1	2	100	21
0	22.58	10.75	2	11	4	0.415	1	1	5	1	2	0	561
1	39.92	6.21	2	11	4	0.04	1	1	1	0	2	200	301
1	22.67	0.165	2	8	3	2.25	0	0	0	1	1	0	1
0	23.42	0.79	1	11	4	1.5	1	1	2	1	2	80	401
0	30	5.29	2	10	2	2.25	1	1	5	1	2	99	501
0	40.33	7.54	1	11	8	8	1	1	14	0	2	0	2301
0	36.75	5.125	2	10	4	5	1	0	0	1	2	0	4001
1	31	2.085	2	8	4	0.085	0	0	0	0	2	300	1
0	25.17	2.875	2	14	8	0.875	1	0	0	0	2	360	1
1	27.42	12.5	2	6	5	0.25	0	0	0	1	2	720	1
1	31.57	4	2	14	4	5	1	1	3	1	2	290	2280
1	34.08	6.5	2	6	4	0.125	1	0	0	1	2	443	1
1	22.08	2.335	2	4	4	0.75	0	0	0	0	2	180	1
1	31.08	3.085	2	8	4	2.5	0	1	2	1	2	160	42
1	31.57	0.5	2	8	5	0.835	1	0	0	1	1	320	1
1	16	3.125	2	9	4	0.085	0	1	1	0	2	0	7
1	27.25	1.665	2	13	8	5.085	1	1	9	0	2	399	828
1	25.17	3	2	8	4	1.25	0	1	1	0	2	0	23
1	67.75	5.5	2	10	9	13	1	1	1	1	2	0	1
0	18.83	9.5	2	9	4	1.625	1	1	6	1	2	40	601
0	27.25	0.29	2	7	8	0.125	0	1	1	1	2	272	109
0	19.58	0.665	1	8	4	1	0	1	1	0	2	2000	3
1	30.75	1.585	2	2	4	0.585	0	0	0	1	1	0	1
0	50.25	0.835	2	6	4	0.5	0	0	0	1	2	240	118
1	31.08	1.5	1	9	4	0.04	0	0	0	0	1	160	1
1	51.58	15	2	8	4	8.5	1	1	9	0	2	0	1
0	36.58	0.29	2	1	1	0	0	1	10	0	2	200	19
1	33.58	2.75	2	7	4	4.25	1	1	6	0	2	204	1
0	20.83	3	2	6	4	0.04	1	0	0	0	2	100	1
1	36.17	18.125	2	9	4	0.085	0	0	0	0	2	320	3553
1	50.75	0.585	2	1	1	0	0	0	0	0	2	145	1
0	23.58	0.83	2	11	4	0.415	0	1	1	1	2	200	12
1	35.17	4.5	2	14	8	5.75	0	0	0	1	1	711	1
0	58.42	21	2	3	5	10	1	1	13	0	2	0	6701
1	28.25	0.875	2	7	4	0.96	1	1	3	1	2	396	1
1	31.57	0.625	2	4	4	0.25	0	0	0	0	2	380	2011
0	31.75	3	1	5	3	0	0	0	0	0	2	160	21
1	19.42	6.5	2	9	8	1.46	1	1	7	0	2	80	2955
1	39.08	6	2	7	4	1.29	1	1	5	1	2	108	1098
1	17.08	3.29	2	3	4	0.335	0	0	0	1	2	140	3
1	44.83	7	1	8	4	1.625	0	0	0	0	2	160	3
1	16.25	0	1	6	4	0.25	0	0	0	0	2	60	1
0	41.17	6.5	2	11	4	0.5	1	1	3	1	2	145	1
1	28.92	15	2	8	8	5.335	1	1	11	0	2	0	2284
0	26.17	2	2	5	3	0	0	0	0	1	2	276	2
1	38.58	3.335	2	9	4	4	1	1	14	0	2	383	1345
1	25.17	6	2	8	4	1	1	1	3	0	2	0	1
0	28.17	0.375	2	11	4	0.585	1	1	4	0	2	80	1
1	73.42	17.75	2	1	1	0	1	0	0	1	2	0	1
1	22.5	11.5	1	7	4	1.5	0	0	0	1	2	0	4001
0	27.17	1.25	2	1	1	0	0	1	1	0	2	92	301
0	19.17	8.585	2	13	8	0.75	1	1	7	0	2	96	1
0	25.58	0	2	8	4	0	0	0	0	0	3	184	1
1	31.57	0.04	1	2	4	4.25	0	0	0	1	2	460	1
0	22.5	8.5	2	11	4	1.75	1	1	10	0	2	80	991
0	22.92	1.25	2	11	4	0.25	0	0	0	1	2	120	810
1	23.25	12.625	2	8	4	0.125	0	1	2	0	2	0	5553
0	29.5	1.085	1	14	4	1	0	0	0	0	2	280	14
